fold	run	calibration_excluded	damping	events	support_mode	support_runs	support_run_count	support_events	support_two_sided	support_shrink_alpha	fit_entries	fit_ok	fit_reasons	fit_mu_mev	fit_mu_residual_mev	fit_mu_err_mev	fit_sigma_mev	group_full_energy_scale	period_full_energy_scale	full_energy_scale	applied_energy_scale	clipped
full_sample	4353	0	1.0	7242	run_local	4353	1	7242	0	1.0	4363	1	pass	135.04257146854516	0.06597146854517177	0.0804839563712681	3.878181947667072	nan	1.0002166060327013	0.9995114765082762	0.9995114765082762	0
full_sample	4354	0	1.0	6243	run_local	4354	1	6243	0	1.0	3850	1	pass	135.05989357564383	0.083293575643836	0.08667449404219252	4.049293700771855	nan	1.0002166060327013	0.9993832841605403	0.9993832841605403	0
full_sample	4355	0	1.0	4413	run_local	4355	1	4413	0	1.0	2862	1	pass	135.0423064875869	0.06570648758690822	0.08831316238302639	3.724044767549056	nan	1.0002166060327013	0.9995134377566859	0.9995134377566859	0
full_sample	4356	0	1.0	2850	run_local	4356	1	2850	0	1.0	1642	1	pass	135.45180381281926	0.4752038128192737	0.1339103209710058	3.842077932653013	nan	1.0002166060327013	0.9964917129233956	0.9964917129233956	0
full_sample	4357	0	1.0	438	chronological_group_two_sided	4357,4356,4358	3	3621	1	1.0	2054	1	pass	135.34704530227148	0.37044530227149153	0.12132336051642478	3.901849715481407	0.9972629967544236	1.0002166060327013	0.9972629967544236	0.9972629967544236	0
full_sample	4358	0	1.0	333	chronological_group_two_sided	4358,4357,4359	3	33057	1	1.0	17540	1	pass	135.03839587582422	0.06179587582423096	0.04689691584900745	4.1268555374981135	0.9995423829243273	1.0002166060327013	0.9995423829243273	0.9995423829243273	0
full_sample	4359	0	1.0	32286	run_local	4359	1	32286	0	1.0	17128	1	pass	135.0403052183479	0.06370521834790566	0.04752231585680125	4.1272921689077995	nan	1.0002166060327013	0.9995282503379647	0.9995282503379647	0
full_sample	4360	0	1.0	34941	run_local	4360	1	34941	0	1.0	18363	1	pass	135.07451527499288	0.09791527499288577	0.04568905822499726	4.107176175964078	nan	1.0002166060327013	0.9992751017851624	0.9992751017851624	0
full_sample	4361	0	1.0	29989	run_local	4361	1	29989	0	1.0	15875	1	pass	135.09106431807973	0.11446431807974022	0.048567253622488045	4.045203024069103	nan	1.0002166060327013	0.9991526877172999	0.9991526877172999	0
full_sample	4362	0	1.0	31591	run_local	4362	1	31591	0	1.0	16640	1	pass	134.93116436789649	-0.045435632103504986	0.047395453745892165	4.094218948848273	nan	1.0002166060327013	1.0003367319352527	1.0003367319352527	0
full_sample	4363	0	1.0	31585	run_local	4363	1	31585	0	1.0	16611	1	pass	135.109806361638	0.1332063616380026	0.048266956810706266	4.14810054641533	nan	1.0002166060327013	0.9990140881315346	0.9990140881315346	0
full_sample	4364	0	1.0	31830	run_local	4364	1	31830	0	1.0	16620	1	pass	135.0478926858251	0.07129268582511372	0.04710752764198158	4.079927629153318	nan	1.0002166060327013	0.9994720933114375	0.9994720933114375	0
full_sample	4365	0	1.0	9810	run_local	4365	1	9810	0	1.0	5197	1	pass	135.10375515837904	0.127155158379054	0.08167807286338462	3.9934503138303645	nan	1.0002166060327013	0.99905883327795	0.99905883327795	0
full_sample	4366	0	1.0	21780	run_local	4366	1	21780	0	1.0	11448	1	pass	134.94690969444264	-0.029690305557352303	0.05722719748441631	4.063321231371161	nan	1.0002166060327013	1.0002200147126346	1.0002200147126346	0
full_sample	4367	0	1.0	30489	run_local	4367	1	30489	0	1.0	15906	1	pass	134.94335035997764	-0.03324964002234765	0.049772763284122626	4.168847283600308	nan	1.0002166060327013	1.0002463970246303	1.0002463970246303	0
full_sample	4368	0	1.0	8443	run_local	4368	1	8443	0	1.0	4706	1	pass	134.9860187935489	0.009418793548917392	0.08231166387906319	3.996177288946346	nan	1.0002166060327013	0.9999302239325739	0.9999302239325739	0
full_sample	4369	0	1.0	9144	run_local	4369	1	9144	0	1.0	5163	1	pass	134.91756851034987	-0.05903148965012406	0.07487076942393951	3.906404035259857	nan	1.0002166060327013	1.000437537455662	1.000437537455662	0
full_sample	4370	0	1.0	3363	run_local	4370	1	3363	0	1.0	1994	1	pass	134.9807565929683	0.004156592968314499	0.11569060348620296	3.9157663583114095	nan	1.0002166060327013	0.9999692060329692	0.9999692060329692	0
full_sample	4371	0	1.0	2720	run_local	4371	1	2720	0	1.0	1634	1	pass	134.91404399508255	-0.06255600491743962	0.1224368726080393	3.669711316307256	nan	1.0002166060327013	1.0004636730399967	1.0004636730399967	0
full_sample	4372	0	1.0	1898	run_local	4372	1	1898	0	1.0	982	1	pass	135.20306197087382	0.22646197087382802	0.197898077261103	4.153201560906582	nan	1.0002166060327013	0.9983250233569221	0.9983250233569221	0
full_sample	4397	0	1.0	24999	run_local	4397	1	24999	0	1.0	14462	1	pass	134.93992554016893	-0.03667445983106177	0.04762651596497001	4.066540951266745	nan	1.0002166060327013	1.0002717836080335	1.0002717836080335	0
full_sample	4398	0	1.0	22923	run_local	4398	1	22923	0	1.0	13383	1	pass	134.97228143713554	-0.004318562864455089	0.049963391461815325	4.053754646494632	nan	1.0002166060327013	1.0000319959240407	1.0000319959240407	0
full_sample	4399	0	1.0	24676	run_local	4399	1	24676	0	1.0	14402	1	pass	135.04392627434868	0.06732627434868732	0.048669803709275906	4.124359260024038	nan	1.0002166060327013	0.9995014490750816	0.9995014490750816	0
full_sample	4400	0	1.0	25164	run_local	4400	1	25164	0	1.0	14694	1	pass	134.96331996696372	-0.013280033036267014	0.04887806622282703	4.1374278975701	nan	1.0002166060327013	1.000098397350032	1.000098397350032	0
full_sample	4401	0	1.0	5257	run_local	4401	1	5257	0	1.0	3173	1	pass	134.88021118593363	-0.09638881406635846	0.0948666029127581	3.7991607407207715	nan	1.0002166060327013	1.0007146253198957	1.0007146253198957	0
full_sample	4402	0	1.0	5145	run_local	4402	1	5145	0	1.0	3194	1	pass	134.8631331354403	-0.11346686455968324	0.09003205160686602	3.789482033648149	nan	1.0002166060327013	1.0008413482760017	1.0008413482760017	0
