fold	emin	emax	events	mean_adjusted_photons_per_event	fit_mu_mev	fit_mu_err_mev	fit_sigma_mev	full_photon_energy_scale	damping	applied_photon_energy_scale	clipped
full_sample	0.6	0.90000000000000002	690156	1.134649267701795	134.7767629734881	0.01927633528626207	4.817218582953556	1.002615018412931	0.5	1.0013066555321257	0
full_sample	0.6	0.90000000000000002	690156	1.134649267701795	134.7767629734881	0.01927633528626207	4.817218582953556	1.002615018412931	0.75	1.0019606234145795	0
full_sample	0.6	0.90000000000000002	690156	1.134649267701795	134.7767629734881	0.01927633528626207	4.817218582953556	1.002615018412931	1.0	1.002615018412931	0
