fold	emin	emax	profile	full_until	unity_at	events	mean_adjusted_photons_per_event	fit_mu_mev	fit_mu_err_mev	fit_sigma_mev	full_photon_energy_scale	damping	applied_photon_energy_scale	clipped
full_sample	0.6	1	smoothstep	0.8	1.0	690156	1.235213288718418	134.4035199219878	0.020153402615446164	4.95349959667553	1.006912979820296	0.5	1.0034505368080162	0
full_sample	0.6	1	smoothstep	0.8	1.0	690156	1.235213288718418	134.4035199219878	0.020153402615446164	4.95349959667553	1.006912979820296	0.75	1.0051802674742651	0
full_sample	0.6	1	smoothstep	0.8	1.0	690156	1.235213288718418	134.4035199219878	0.020153402615446164	4.95349959667553	1.006912979820296	1.0	1.006912979820296	0
